Reference Code,Solution Name (Eng),Solution Description,Cosine Similarity
S-0227,Intelligent liquid crystal dimming film,"Smart LCD dimming film is a kind of liquid crystal display functional film, which is coated with AB glue on one side of PDLC dimming film and attached to the glass surface to realize the function of glass penetration and privacy protection of the dimming film:
High light transmittance, above 84% transmittance;
Controlled by the power switch to play the role of curtains, covering privacy;
Block strong light and IR through heat insulation and save energy;
Combined with a projector, it can be used as a projection screen.",0.3683190941810608
S-0244,ServiceNow - ITSM solution,"Take control of IT chaos with digital workflows on a single, unified platform. ServiceNow IT workflows enable you to bridge the gap between traditional IT practices and the needs of the modern business. Connect your enterprise with digital IT workflows.

Modernize and automate IT
Deliver great service experiences. Automatically identify and resolve issues. Align initiatives across strategy and operations to boost productivity.

Operate high-performing services
Deliver services with visibility, security, and AIOps. Automate workflows to help you manage risk, reduce vulnerabilities, and optimize spend.

Run IT at digital speed
Scale your IT staff by using virtual agents and improve productivity with native AI. Reduce friction and risk by integrating DevOps with ITSM.",0.3672553598880768
S-0224,OceanX Workflow,"OceanX workflow is the management tools for document processes automation on daily tasks within an organization from the beginning to the completions of the processes; Graphical Workflow Designer for users to management their workflow process easily. 

Actions button can be defined in each step easily, reusable workflow templates that help users avoid common mistakes. Fully control the Information to be distributed in each step. Profile Information can be set as routing criteria for each workflow.

Cooperated with OceanX ECM, events can be triggered when document is created, modified or updated or simply started by user manually. Multiple documents can be submitted and control within a workflow, documents versioning are fully managed within a Workflow environment. 

Automatic steps in a workflow can be easy integrated with other system by e.g. sending email, update external database, or export matter data, etc.

A user friendly interface allow user to defined group tasks and review the workflow lifecycle.",0.3668254017829895
S-0158,Switchable Glass / Film,"The foggy glass is foggy when it is not powered on, and it is transparent after power on. It can be used on the exterior wall glass of the conference room, or replace the projection screen, and become the whiteboard wall for video playback.",0.36676621437072754
S-0014,2D Face Re-identification,Apply Facial Recognition System for all ID Check to increase security level by reducing the possibility of human misjudgement in identification and might lead to security breach.,0.36580318212509155
S-0248,OFS Website Tracking System,"Analyse the browsing data from IP and URL.
Generate the reports of the website performance.",0.36425527930259705
S-0263,SafeGuard Series,"SafeGuard Series is an Enterprise security solution to tackle internal threats - data leakage and misuse by combining facial recognition, object detection and blockchain technologies. There are three products: 

SafeGuardChain  
The system will automatically log out / lock screen when unauthorized users and target objects such as cameras are detected.  To maintain the integrity of the data all records will be kept on the blockchain which becomes immutable.

SafeGuard Lite Mobile 
Uses watermark and object detection to prevent and detect sensitive data leakage through external cameras. It applys on both personal and work phones. 

SafeGuard Lite PC 
Uses watermark and object detection to prevent and detect sensitive data leakage through external cameras (eg.snapshot from mobile phone)",0.36216843128204346
S-0064,Smart Education(Class VR),"In the field of education, the 360-degree panoramic video of basic education and professional skills training provided by ZTE Class VR solution brings teachers and students a brand new educational learning experience. At the same time, the interactive ability of combining virtual and reality provided by Class VR allows students to learn about it.The content has a deeper understanding.",0.36184900999069214
S-0247,Seclore Digital Rights Management,"Seclore Rights Management in combination with Seclore Data Classification enables organizations to seamlessly integrate other best-of-breed data-centric security solutions (such as DLP, CASB and eDiscovery) to automate the end-to-end data-centric security process, from discovery to classification to protection and usage tracking. The rich library of connectors and policy federation also makes it easy for organizations to integrate existing enterprise content management and collaboration solutions (such as email, EFSS, ERP, and ECM) into the data-centric framework so that documents are automatically classified and protected as they are downloaded and shared.

Seclore Rights Management protects sensitive information regardless of device or location. Whether a file is on a server, in an email, on a mobile device, or copied to a USB memory stick unintentionally left behind in an airport, unauthorized users will not be able to access the information. Since usage policies stay with the file, Seclore enables organizations to securely adopt the Cloud, BYOD, and external collaboration. Seclore makes it easy to centrally define, associate, enforce, modify and audit granular file usage permissions, including:

- WHO can access the file? User or Groups Within or Outside the Organization
- WHAT can they do with it? View, Edit, Print, Copy Content, Take Screen Grabs, Work Offline
- WHEN can they do it? Automatic File Expiry, Date and Time Ranges, Number of Days from First Access
- WHERE can they do it? Specific Computers or Devices, Specific IP Address",0.36115679144859314
S-0189,COVID19 Community Prevention Software System,"Limits COVID19 spreading while allowing normal economic and citizen day-to-day activities

1) Why COVID-19 is spreading fast?
The biggest reason why Coronavirus is so easy to spread in the community is that infected persons have an incubation period of about 14 days, and there are no obvious surface symptoms.
Many people do not know if they have been in contact with incubators. If the use of blocking strategies such as closing schools, closing in-door gym., closing movie theater, & closing the border, it can only be solved the problem in the shorter term.
In the longer-term, it not only affects the normal life of citizens but also causes huge economic losses.
 
2) The Mathematical Model of Coronavirus Spreading
Mathematically, assuming the infection rate is 2% and the average size of people gather in the public areas is 600 people.
If the community do nothing to identify the incubators and alert them not to enter public areas, in 84 days, the total infected people can grow to 3 million.
If we can block 80% of incubators, the infected number can be reduced drastically to less than 1,000.
 
3) Our System is based on the Mathematical Model
The most effective way to implement the mathematical model is to use the smartphone registration app and also to install dedicated terminals in public places such as a library, cinema, school, and gym to record where and when the citizens have visited.
When a person is reported as virus-infected by medical authorities, the system immediately puts all persons who appear in the same place at the same time as the confirmed patient into an Alert list and transmits it to all terminals.
This system gives a friendly alert to potential incubators when they are entering public areas
This is not a user tracking system !",0.3609282672405243
S-0203,Government payment scheme online application and data processing,"The government announced a new ""Budget"" earlier that will distribute 10,000 yuan to permanent residents aged 18 or above. Regarding the above-mentioned government plan, the following schemes that can save administrative costs and facilitate resource sharing are recommended:
1. The company's self-built and researched public service electronic online application platform for informatization in Hong Kong. Fintech precise services require guidance from the Bureau of Financial Affairs and the Treasury. We will provide our company as a third-party professional service company to intervene and jointly develop The people’s livelihood project optimization mechanism serves the citizens, focusing on the needs of major commercial banks to complete the data collection service function, the government education bureau and the housing bureau jointly collect specific information, and perform data proofreading on the received data with the government public information platform to improve data information The accuracy of the collection can be quickly completed through the mobile phone or computer.
2. The principle of resource sharing and resource integration is realized. The application for registration of the selected entity form is processed through AI and OCR technology. There is a complete mechanism to avoid duplication of manual procedures, time-consuming and error-prone situations. Through information technology, automate related manual processes to improve accuracy and business efficiency.
3. The application process is integrated. It is recommended to apply for a ""Financial All-in-One Card"" account that can be used back to the mainland and share the resources with this application for money distribution. Residents who need to apply for a ""Financial All-In-One Card"" account should apply at the time of payment registration. Realize the need for Hong Kong people to have accounts in the Mainland as soon as possible.
4. The company's public service electronic online application platform can classify and process data according to the needs of the data use organization, and interface with the computer system of the data use organization to automatically exchange data. The storage and transmission of data are protected by a security mechanism to ensure that the data is not tampered with or leaked.",0.36091378331184387
S-0185,Human body temperature recognition real-time measurement linkage system,"Through the human body temperature recognition real-time measurement linkage system, the body temperature of each employee can be detected effectively and in real time.
It can make every employee feel at ease to go to work and reduce the risk of virus spread.",0.36077141761779785
S-0101,​LANDRAY Office Automation (OA) system solutions,"​LANDRAY is providing the Office Automation (OA) system solutions which help company disciplines involving any combination of modeling, automation, execution, control, measurement and optimization of business activity flows, in support of enterprise goals, spanning systems, employees, customers and partners within and beyond the company boundaries.

​LADNRAY EKP (Enterprise Knowledge Portal) allows company to easily model and manage new and existing processes. Incorporated and deeply integrated with the other existing systems such as ERP or Financial System, it enables company to integrate business workflows into their application and data infrastructure.

EKP Workflow Solution
Landray EKP lets you streamline all the operations workflows and processes. Write your own rules to simplify the works based on your unique business needs.

Knowledge Management Solution
Landray KMS allows to assists with the identification, creation, distribution, and organization of a company’s knowledge pool. Its best to give a company a single, unified pool of information that is easily accessible, discoverable and updated.  It makes companies leaner, efficient, and more profitable.",0.3605571687221527
S-0245,Locobike：Automatic Bicycle Rental System,"Locobike provides a share bike service in Hong Kong since 2017, our bike using a smart lock technology with the in-house developed application. Users can easy to locate the bike, unlock and settle payment from the application. Moreover, we can provide the geo-fencing function for easier to manage the bike parking and maintenance.",0.35966217517852783
S-0090,Smart Employee Learning Management,"A smart and effective learning delivery system has become ever more critical with new technologies available and new behaviours/expectations of the younger generation of employees. There are clear requirements listed below.
- Modernise the learning program to address 21st century challenges and employees
- Reduce time spent on training in order to maximize time available to deliver work
- Improve the user experience to make the system a destination and encourage employee adoption
- Establish an HR function that can scale up and down quickly to meet rapidly changing needs
- Deploy and record compliance training for a diverse group of employees who deliver critical services across the region
- Empower IT staff to make configuration changes so that the system can keep pace with changes in internal processes
- Employ best practices and make recommendations on ways to adapt the system to meet changing business needs

SAP SuccessFactors Learning creates a learning management system that helps develop leaders, assure compliance, and train external audiences for better business results, productivity and competitiveness. It is recognised by Gartner, Forrester and IDC as a leader with a best-in-breed solution, yet can be implemented over a short period of time (typically 3.5 months to deployment).",0.3579119145870209
S-0228,eClass Corporate Learning Management System (LMS),"eClass Corporate LMS facilitates swift adoption, effective implementation and throughout management of online learning and training. It enables corporates and organizations to create and manage course content, utilize standardized courseware, monitor progress and assess performance for effective staff training and development.",0.3565596640110016
S-0127,Event Management technology,"Evention is a mobile-based event management solution to help you breeze through every step of an event and elevate your event organizing experience from preparation, execution to evaluation, as well as to create premium experience for your guests.",0.35446006059646606
S-0015,3D Face Re-identification,Apply Facial Recognition System for re-identifying suspects or person tracking through camera.,0.35409489274024963
S-0322,NB-IoT / LoRa Dual-detection Smart Parking Sensing Technology,"NB-IoT / LoRa Dual-detection parking occupancy sensing system can accurately sense the occupancy status of parking space(s) by fully integrated dual-detection from Radar/ mmWave and Magnetometer sensing. With leading technologies of NB-IoT and LoRa WAN, the end to end system is easy to use and can be rapidly deployed. The system also provides cross-system integration for various payment methods including self-help automatic payment, membership payment, and on-site payment. Data is clearly displayed on the parking operation platform including parking space status, vehicle status, turnover rate, illegal parking behavior and so many more.",0.3536805510520935
S-0125,"BIM, BMS and IoT Integration","By combining Building Management System (BMS) and IoT data in together, the BMS / IoT data is shown on Building Information Model. According to the BMS / IoT data values, the heatmap can be generated on the BIM for ease of visualization by general users. For example, temperature/humidity values, energy usage. etc.",0.3534989356994629
S-0130,OpenLegacy API factory,"OpenLegacy specializes in automating API creation, optimization, testing, deployment and management for core (legacy) systems: the entire API lifecycle.

OpenLegacy's speciality is in LEGACY SYSTEMS. We are able to automatically generate micro-service based API's directly from the core legacy systems like IBM, Oracle, SAP etc. This will allow you to open up data between systems and utilise your core system even more. We are 20x faster on creating API's than any other application/vendor and we are saving up to 75% in TCO.

OpenLegacy is the young innovative company asking if you want or need to incorporate your core (legacy) systems as part of your digital strategy. We know how to slash legacy API integration from 6 months to hours, even create a legacy API in minutes. We know core (legacy) systems. We are leading the legacy API integration revolution.",0.3493039011955261
S-0098,ECOPLANT Solar Tracking Solar Panel System,"The creation of Ecoplant falls together with the introduction of a new breakthrough in Solar. Our Solar is based on entirely new technology, based on a so-called ""no glass solar cell encapsulation"". With this technique gives the panel more power, partly because the product moves with the sun 40% more effective (Sun tracing).
Our flexible Solar panels are made up of MONOCRistalline cells with unique back contact technology which removes electrodes from the front. Also the background mirror which is intrigued in the foil reflects more light.
The biggest enemy of solar such as moisture and water are simply converted into water-resistant material by a new patent of 3m (nanotechnology). This same Nanotechnology is also used to clean the ultra-light PV cells which though 80% lighter than traditional PV cells over 60% Energy Efficiency Give.
The new technical paradigm leads to a lower production footprint and a substantially longer life span. 

Areas to improve in the public services:
1. CO2 emission reduction.
2. Embed a Solar Panel System into the natural environment to create a Green Smart City.
3. Provide charging spots & WiFi spot for HK citizens and visitors.
4. Enable Sensors to collect environmental data (i.e. Air Quality) to HK Government.

Area that we propose to install Eco-Plant:
1. Government Building Open Area.
2. 1-2 Public Area (ie. City Hall).
3. Country Park.
4. R&D Park (ie. CyberPort, The Hong Kong Science Park..etc).

CO2 emissions are reduced by more than 65%.",0.34788739681243896
S-0261,DragOnce Platform,"Our company developed a platform called"" DragOnce"", it allows IT/ non-IT users to digitize their own processes including workflows without coding, and it supports both web or mobile app. 
In addition, our company provide implementation services which can help the Government to digitize the processes in a short period of time by using DragOnce platform.
DragOnce can allow users of different roles to streamline the business approval process, control records access permission control, set scheduling  jobs, notifications, reminders, upload or download files, pre-defined tailor-made report or charts etc. It supports better controlling for Government staff to manage internal processes at scale. 
The deployment supports Cloud or On-premises.
Existing clients includes: HKSAR - OGCIO /HKPC/ Cyberport /HK Electric /HKUST ....etc",0.3469517230987549
S-0026,Knowledge Management Solution (KM Power),"Enhance training efficiency and progress, to achieve expected results:-

- Get the right information to the right people at the right time
- Use shared knowledge to inspire brainstorming, collaboration and big ideas
- Enable teams to set targets and actually hit them",0.3448086380958557
S-0150,A.I. Facial Recognition Application for Event Photo Delivery,"Pain Point:
1. All large scale events are facing one big problem
2. Photographers taking tons of photos, what is the most efficient way to distribute and deliver back to the guests?
3. Such as there are ten thousands of photos, almost one thousand of guests. Like corporate or government department annual dinner, wedding banquet or even Marathon etc.

Solution:
1. Leverage A.I. technology
2. With cloud based mobile application
3. Instantly find out all the photos that has the guest’s faces inside
Guests can save the photo to camera roll on the smart phone or receive the download link via email or SMS

Pain points:
1. All major events have a problem
2. As the photographer takes a large number of photos, how to efficiently distribute it to many VIPs?
3. For example, there are ten thousand photos and nearly one thousand guests. Such as company or government department annual party, wedding banquet, and even marathon.

solution:
1. Use A.I. artificial intelligence technology
2. Cooperate with cloud mobile app
3. Find out pictures of guests’ faces quickly
4. Send the download link by email or SMS",0.344137042760849
S-0049,Blockchain Solution,"Blockchain technology is not only a platform on which the mass of new data derived from smart cities can be safely stored and accessed by those who should have access to it. The chain also may serve as the interoperable platform that gives residents of smart cities greater say in the decisions affecting their hyper-local communities, from budgeting to elections, etc. It may also serve as a reputation management tool, as these cities tend to be chock-full of citizens who demand a certain standard from individuals and businesses when it comes to communal and environmental care.",0.34408247470855713
S-0063,UHD Multi-Channel Video Live Broadcast,"ZTE's 5G ultra-high-definition multi-channel video live broadcast solution combines the two key technologies of 5G eMBB ultra-large bandwidth and multi-channel ultra-high-definition video live broadcast, which can present multi-camera, multi-view, ultra-high-definition, and low-latency live broadcasts.Provide high-quality platforms and solutions for sports competitions, live concerts, public security high-definition monitoring, high-definition video conferencing, airport, traffic, and port operation monitoring.",0.34104859828948975
S-0208,Indoor Map and Positioning for Smart City,"Mapxus makes indoor map simple.

We provide high quality barrier-free indoor maps and positioning service for all kinds of venues, e.g. malls, public transits, government venues, hospitals, universities, museums, sports centres, exhibition centres, etc.

Mapxus indoor map and positioning solution is:
 - city-based (seamless integration of indoor-outdoor)
 - infrastructure free (no hardware installation, low cost)
 - quickly implementable (fast time-to-market)
 - cross-platforms and cross-applications (iOS, Android, Web)
 - accurate (smooth and reliable indoor positioning experience with auto-floor detection)
 - accessible and barrier-free (support real time positioning and way-finding with turn-by-turn instructions with wheelchair mode option)
 - vector-based (high quality and smooth map rendering)
 - contents-rich (support POI search with various search and filtering parameters)
 - multi-lingual (support dynamic display of multiple languages)
 - ready to use (handy SDKs)
 - highly integrable and compatible with your existing applications
 - a full-stack indoor map service (indoor digital map, positioning and panoramic indoor street view)",0.34092989563941956
S-0021,ReportNOW,"ReportNOW is a mobile data interchange platform for all organization. As long as you have a mobile device on hand, you can stay connected with your business anytime anywhere. In addition, users can easily upload instant data unlimitedly to the ReportNOW server over the Internet. Through ReportNOW, either smart phones or tablets can easily link up with the company's existing database system and generate reports with real-time information or capture immediate data from the mobile devices. ReportNOW, in fact is designed for an easy to use with simple installation. It is the only interactive mobile solution in the market that is compatible with different database systems and provides variance formats for real-time reporting on multiple platforms (Android, iOS and Windows). Most importantly, there is no additional investment to acquire new hardware while enjoying these benefits.",0.3391993045806885
S-0223,OceanX Share,"OceanX Share is the best way to share documents to internal and external users securely. 

Companies sharing documents through email are being threaded by data leakage. Email is transmitted through internet, captured and scanned by various third parties. Email information can be stolen by hackers and companies may lost credibility, facing fines and other legal consequences.  

Instead of sharing documents simply through email, a secure document sharing system can help you to keep your data confidential, avoid lost of data and compliance with regulations, such as the Personal Data (Privacy) Ordinance and GDPR.

OceanX Share controls access to shared documents with password control, view / print / download control, expiry date of the shared documents and control how many times a shared document to be access. It has Share History which allows users to know when and how a shared document is being access. Documents are stored in a secure link, users can send the link instead of whole document to others by email.",0.3377264142036438
S-0170,Nixplay Signage,"Nixplay Signage is a cloud-based content management solution (CMS) that integrated hardware and software. It is scalable, easy-to-use and requires no special training. Our signage size ranges from 8"" to 55"", and Signage Player allows you to run our software on your own display. It is easy to use, time saver and is a cost-effective CMS solution with a 3-year product warranty. 

With just one online account, you can 1) Remotely control up to 1,000 displays, 2) Create, schedule and publish campaigns from anywhere 3) Add and manage users to scale up your signage operation and more other features.",0.3371812105178833
S-0215,Self Check-in system for self-quarantined personal,"14-day self-quarantined isolation self-check-in Solution 
This solution involves using NFC wristband and a mobile app to identify the user's location whenever the user tap their mobile phone onto their wristband which might serve as an alternative idea to the existing wristband. 

Pro: 
1.        Low cost
2.        no GPS, therefore won't gather too much personal info on the person. Only obtain person's location when they make contact with their wristband on their phone.
3.        Easy and simple to register, 
4.        Good authentication. Very difficult to cheat the system
Con:
1.        Require a smartphone with NFC capability (e.g. iPhone 7 or above, most Android)

To authenticate the person's location, the person will need to tap their NFC wristband onto their phone, the phone would upload the location detail and the person is required to take a photo of themselves to complete the process. The authentication process could be carried out at a frequency that seems feasible.",0.3337554335594177
S-0080,OceanX Cloud-based Enterprise Content Management (ECM),"Support Cloud-based and On-premise Implementation
OceanX ECM provides a complete Enterprise Content Management solution with powerful functions including Document Management System (DMS), WorkFlow, Office Add-in, Outlook Add-in, Email Management, Capture, Share, Drive and PDFX. It replaces your Insecure and Chaotic File servers and provide a secured platform for B/Ds to discuss, share, and collaborate on business-critical content. OceanX ECM is the information lifecycle process that begins with creation, management, publishing, archiving, and final disposition to meet your Security and Governance requirements.
•	High Security – AES 256 encryption, document history, access control and audit trail
•	Office Add-in – Tightly Integrates Microsoft Office, enables users to Open, Edit, Save or Create in OceanX ECM
•	Version Control – Provides check-in / check-out / version control to protect ""Single Version Of The Truth""
•	Outlook Add-in – Email Management, Send & File. Users can also view and process files directly in Microsoft Outlook
•	OceanX Share – Securely share documents
•	OceanX Workflow – Document workflow approval process
•	OceanX Capture – Scan documents, patented CapturePlus technology improves OCR accuracy to 99.99%
•	Patented BuildingBlocks – Provide users with a personalized interface, increase user adoption rate",0.33322620391845703
S-0265,Business Process Management Platform,"yonyou Business Process Management platform comprehensively integrates with ERP, providing collaborative work, approval flow management, document management,  workflow management, meeting arrangement, mobile office etc.",0.329062819480896
S-0171,Augmented Reality (AR) model,"The regional model 3D module is displayed in the form of augmented reality (AR), which can be used with a physical white model or a map to observe the virtual model on a tablet computer. Adding three-dimensional markers can detail more features and details.
Not limited by location, 3D regional models can be presented and displayed anytime and anywhere. Unlike traditional architectural models, the terrain and development can be updated at any time, which is more environmentally friendly and faster.
It can also be used for teaching purposes and publicity work.",0.32750406861305237
S-0118,Alteryx,"You know what it will take to serve citizens and constituents better and crush your department’s mission: analytics for more data-driven decisions. It’s a top priority among public sector CIOs. No matter what your department — defense, agriculture, health and human services, education, homeland security, tax and revenue management — establishing a data-centric culture is no longer optional.

Analysts at federal, state, and local government levels are all faced not just with a torrent of data, but with data silo proliferation. Legacy sources aren’t going away, and they’re joined by new cloud or Big Data apps stemming from IT modernization efforts. All must be tapped into, blended, and enriched to answer an almost daily series of new questions arising from a changing policy and budget landscape. Meeting the challenge head-on requires self-service analytics to build agile, trusted data sets that are infused with actionable geospatial, predictive, and machine-learning intelligence.

ALTERYX ENABLES PUBLIC SECTOR DATA PROFESSIONALS TO:
•	Drive successful program outcomes by blending myriad data sources, cleansing, enriching, and restructuring data, and performing sophisticated analysis, quickly and intuitively
•	Use the latest geospatial analysis and location optimization on databases, files, and unstructured data to make better decisions in hot areas like healthcare and intelligence
•	Apply in-database performance and code-free workflows to tackle Big Data like weather patterns, taxes, crime statistics, health information, public assistance information, health services utilization, regulatory compliance, and enforcement analytics
•	Efficiently utilize advanced analytics, without coding in R or Python, such as statistical modeling, time series, predictive, prescriptive, and simulation using 40+ drag-and-drop tools
•	Make better decisions for constituents by easily incorporating external data, spatial information, firmographics, and more",0.3273712396621704
S-0218,Chief,"Brif is the first marketplace that provides short summaries of conferences and events and helps students, researchers and business professionals to harness the huge amount of knowledge that events generate worldwide",0.32735830545425415
S-0023,Payment Solution for Housing Authority and Leisure and Cultural Department,We want to implement Yedpay's mobile payment solution for the Housing Authority and Leisure and Cultural Department.  Our payment solution would allow the general public to pay their monthly rental or fees through other more convenient means such as their credit cards or their mobile devices.,0.32729482650756836
S-0103,SP-RFID Smart Asset Management System,"SP Asset Management System (SP-AMS):
When organization / enterprises grow, business expand, sites multiply and resources accumulate, the protection and management of company assets would pose a great business challenge. These assets could be manufactured products, equipment, machines, hardware, tools, property or any material forms. There are risks of theft, inaccurate records, outdated reports, auditing issue, failure in tracking assets in transfer and human error caused by manual process.
Those organization / enterprises needs an effective asset management solution to fully control and monitor the inventory updates, the location, the movement and the asset life cycles. SP offers a well-designed, comprehensive RFID-based solution and turning the tedious and time consuming process into a smart, simple and easy task.
Location Identification
- Searches, locates and identifies the whereabouts of tag-embedded assets in real time
Fast Inventory
- Multiple items processing does not require line of sight because assets with RFID tags are easily detected by a fixed or portable RFID reader
- Stocktaking and auditing made easy with a lightweight ergonomic design handheld reader
Asset Movement Tracking
- Track and trace those assets in transfer automatically
- Full history of asset movement record
Asset Information Retrieval
- Clear indication of asset status e.g. on loan, returned or subject to disposal
- Access of data with role-based control and account authentication
Asset Security Control
- Sends out alerts with RF Guard and RF Track in case of unauthorised asset transfer
Reporting
- Detailed reports and insights provides real-time, transparent information to authorized users and management in daily operation
Key Benefits: 
- Highly accurate and very efficient in asset control and management
- Thorough and secure asset protection to minimize thefts or misplacement
- Streamlined operation, optimized work-flow and synchronized information gives more transparency and higher visibility in asset life cycle management
- Better asset management enhances utilization of space and makes the best use of resources
- Increased automation reduces manual process, paper works and human error",0.32553768157958984
S-0141,HubSecurity,"Ultra Secure Keys Management & Digital Assets Solution for Enterprises

HUB’s HSM Vault is a dedicated hardware server and 24/7 always online, key management solution for safely storing and using all of your company’s sensitive data. FireVault’s unique hardware architecture is built to deliver an ultra secure hybrid hot-cold solution, alongside availability and simplicity. The FireVault’s end-to-end hardware solution enables a seamless and secure signing flow, with an embedded Firewall, an integrated Air Gap solution, embedded touch screen, remote secure mobile access, a distributed redundancy solution, and an internal tamper detection and response system.

FireWallet, the only Hardware Wallet with an embedded Firewall. HUB Security’s FireWallet safely secures and protects your digital assets with the hardware based firewall, an EMI Shield, encrypted backup solution, and anti-tamper case. The unique firewall creates logical and physical separation while multiple layers of protection in hardware and software complement each other for all-around protection against multiple types of local and remote attacks.",0.3252611756324768
S-0237,V-K V-OS Cloud Solutions,"V-OS Cloud Authentication
- Secures remote access to corporate services or Microsoft Office 365
- Simple and quick to integrate
- Able to provide our V-OS App Protection & Smart OTP/PKI Tokens over Cloud as well

1) User launches VPN software on laptop to access corporate network
2) Authentication process starts with user’s inputs of Username & Password (1FA) on laptop,
3) Upon successful verification of 1FA, V-Key App on user’s mobile device will be activated to request for 2FA
4) User will further verify (either facial/fingerprint biometrics or passcode) their identity through the V-Key App
5) When the 2FA is successfully verified, user will be able to access the corporate network",0.32474759221076965
S-0240,Multilingual Voice Assistant,"Mobile App with multilingual voice and text capability for speakers of any language. Make requests, ask for information, change schedule provide content on voice request. Instant reply to intents comes back and if in multilingual mode, request is sent out, translated and sent back in speaker's language. Cloud management system logs all requests (in any language). See bottlenecks, manage realtime communication, take action on popular requests. Use cases: facilities management, hospitality, hotels, tourism, events, exhibitions, healthcare, banking, insurance, government information (COVID-19)",0.32187139987945557
S-0144,ZIroh Labs - Advanced Data Privacy and Encryption Technology,"With our Privacy Preserving Encryption libraries, radically improved for speed and multiple, distributed computing IP's, we provide a robust Reference Architecture codenamed as “OStor” (pronounced - Zero Store), One of the world’s most secure Cloud-Based File Storage Architecture. OStor is hardware and operating system agnostic with multiple integration points.

Plug it to include multiple different Identities and Key Management Protocols. Built-in support for almost any cloud storage services such as OpenStack, Rackspace, Amazon, Microsoft Azure, Google Cloud Storage including end-user applications like Box, Dropbox, OneDrive, Google Drive, etc. Experience uncompromising enterprise privacy and security.

Ziroh Labs Inc is an innovation driven deep tech startup in the area of “Advance Privacy Preserving Encryption Technologies”. We have invented a new Fully Homomorphic Encryption Algorithms and related SDKs & Libraries that enables end-to-end encrypted data computing without decrypting the data at any time, and are practical, implementable and quantum ready. We help enhance data security and preserve absolute privacy of information. Our thesis is to enable “Encrypted Data Processing and provide an Always Encrypted Paradigm” where data privacy and protection is ensured during data stored at REST, data in TRANSIT, and also during data COMPUTING / PROCESSING in public or private cloud and Data Centres.",0.3207855820655823
S-0253,Intelligent Face Mask,"Intelligent face mask to come with replaceable N95 grade (or other grade) filters, active UV disinfection feature with self-cleaning filter function, multi modes of operations, support Bluetooth with APP to manage real-time temperature, wearing belt status and location tracking of wearing person. 
- Reference dimensions: 15 x 13.3 x 10.4 cm.
- Reference weight: < 50 grams.
- Disinfection modes include: replaceable N95-grade filters, UV disinfection feature.
- 2 disinfection modes: normal protection (last > 16 hours per charging) and enhanced protection (> 8 hours), with rechargeable built in battery
- APP connection to manage status of: real-time temperature, wearing belt status, geographical location tracking to track alarm and predict any individual with potential health risk, and warning signals can be automatically sent to control centre for public health control measures quickly and accurately through big-data communications.",0.3175576329231262
S-0076,NEC InfoCage FileShell,"NEC InfoCage FileShell is the software that protects electronic files containing confidential information by using IRM to prevent information leakage. InfoCage FileShell protects Microsoft Office files as well as electronic files in other formats including PDF, text (txt,xml), and CAD etc by expanding Microsoft's Active Directory Rights Management Services (AD RMS). 

InfoCage FileShell also automatically protects electronic files and limits viewing and editing operations according to user rights so that users can share personal information, design information, and other confidential information safely and smoothly.",0.3159451186656952
S-0289,Life Planning & Blockchain,"At certain life stages, personal certificates would act as recognition from education institutions, recruitment consultants, and friends’ circle etc.

At present, recruiters spend much capacity to verify the certificates of applicants. On the other hands, applicants sometimes find difficulties to retrieve all the certificates; in addition, their personal data inside the resume may sometimes easily be leaked in the recruitment world.",0.3120570480823517
S-0084,NFC Product Authentication,"Customs are responsible for about 70% of all seizures of counterfeit products in the world. The role of customs is especially important in protecting the Hong Kong because the vast majority of counterfeit products are imports and, after entering the market, subject to free circulation within the community. However, in anti-counterfeiting customs role is more supportive than proactive, which means that customs mostly provide help to trademark owners to protect their IPRs when this is requested.

Customs authorities fail to seize large amounts of counterfeits either because they do not know how to recognize the fakes or because the process of gathering statements from trademark owners is too time-consuming. Proper labelling, overt anti-counterfeiting technologies and training in recognizing counterfeits would, for example, assist officials in enforcing the IPRs of affected trademark owners. Furthermore, the lack of information sharing is often perceived to be one of the main obstacles in the fight against counterfeiters. Finding counterfeit products is one part of customs responsibility to control the trade. Other control objectives include finding various kinds of dangerous materials. While controlling the trade, however, customs also work to facilitate the trade in order not to disturb import and export. These two objectives conflict and thus customs always have to balance the trade-off between control and facilitation. Taking into account also the fact that the vast majority of goods that pass through customs are legal and thus should not be disturbed, it can be seen that finding counterfeit goods is not among customs' top priorities.

Fortunately, development in technology has also enabled novel countermeasures. Most notably, the emerge of radio-frequency identification technology has opened many opportunities to fight illicit trade. NFC allows for identification of tagged objects and establishes a link between the physical world and a virtual world with a mobile phone at any place and time. This so called dual existence of objects enables a number of new ways to manage the physical world, and thus NFC is being used for example to automate many supply chain processes.",0.30486100912094116
S-0246,Remo Video Conferencing,"Remo is a video-first conferencing platform that operates as a physical online space allowing users to see, hear, and feel like other users are sitting next to them that matches real-life human experience.",0.3036439120769501
S-0046,SAP Digital Boardroom,"Give top decision makers real-time, digital-enterprise insight into integrated line-of-business data from SAP and third-party applications. With SAP Digital Boardroom, users can more readily monitor, simulate, and support business change to meet the expectations of your customers, business partners, and employees.
•	Cloud deployment
•	One source of truth across all business areas
•	Fast response to business and customer demands
•	Touchscreen access to in-context visualizations
Benefits:
1.  Total Transparency
2.  Instant Data-Driven Insights  
3.  Simplified Steering Meetings",0.29577088356018066
